booking_id,booking_date,booking_time,day_of_week,is_weekend,hour_of_day,city,pickup_location,drop_location,vehicle_type,ride_distance_km,estimated_ride_time_min,actual_ride_time_min,traffic_level,weather_condition,base_fare,surge_multiplier,booking_value,booking_status,incomplete_ride_reason,customer_id,driver_id
B_068282,2025-07-10,10:44:00,Thursday,0,10,Mumbai,Loc_10,Loc_40,Cab,22.62,67.87,71.57,Low,Rain,487.24,1.6,770.5,Completed,,C_002575,D_004556
B_068283,2025-01-24,11:50:00,Friday,0,11,Bangalore,Loc_36,Loc_28,Bike,16.38,108.11,122.19,High,Clear,151.05,1.4,210.51,Completed,,C_006679,D_002169
B_068284,2025-12-29,22:04:00,Monday,0,22,Delhi,Loc_47,Loc_23,Auto,12.52,37.56,41.87,Low,Heavy Rain,190.24,1.6,294.52,Completed,,C_006365,D_000712
B_068285,2025-03-22,16:02:00,Saturday,1,16,Delhi,Loc_41,Loc_25,Auto,2.01,9.02,8.6,Medium,Clear,64.06,1.2,79.31,Completed,,C_009361,D_000498
B_068286,2025-12-26,22:43:00,Friday,0,22,Hyderabad,Loc_19,Loc_44,Auto,13.68,61.54,69.36,Medium,Clear,204.11,1.2,239.84,Completed,,C_004271,D_001933
B_068287,2025-07-30,21:51:00,Wednesday,0,21,Chennai,Loc_27,Loc_2,Auto,16.1,106.25,,High,Rain,233.19,1.7,397.34,Cancelled,,C_002173,D_001584
B_068288,2025-07-27,03:00:00,Sunday,1,3,Mumbai,Loc_10,Loc_29,Cab,11.1,49.97,,Medium,Rain,279.87,1.5,416.7,Incomplete,App Issue,C_008481,D_004089
B_068289,2025-10-04,10:50:00,Saturday,1,10,Hyderabad,Loc_32,Loc_35,Auto,7.96,52.54,,High,Rain,135.52,2.0,280.95,Incomplete,Driver Delay,C_006177,D_002562
B_068290,2025-02-07,03:07:00,Friday,0,3,Delhi,Loc_3,Loc_44,Cab,24.0,158.39,,High,Heavy Rain,511.98,2.0,1041.38,Cancelled,,C_000564,D_003313
B_068291,2025-12-28,06:12:00,Sunday,1,6,Mumbai,Loc_24,Loc_15,Cab,5.96,17.88,19.45,Low,Rain,187.3,1.3,241.82,Completed,,C_009675,D_001849
B_068292,2025-11-05,05:36:00,Wednesday,0,5,Mumbai,Loc_29,Loc_12,Auto,24.29,72.86,80.0,Low,Heavy Rain,331.43,1.6,542.96,Completed,,C_009580,D_004878
B_068293,2025-06-05,03:32:00,Thursday,0,3,Hyderabad,Loc_13,Loc_48,Auto,1.31,3.92,,Low,Rain,55.68,1.3,73.95,Incomplete,App Issue,C_005463,D_000672
B_068294,2025-07-22,10:30:00,Tuesday,0,10,Hyderabad,Loc_4,Loc_2,Cab,13.47,88.92,96.94,High,Rain,322.52,2.0,651.34,Completed,,C_002104,D_000122
B_068295,2025-03-31,00:57:00,Monday,0,0,Delhi,Loc_30,Loc_20,Bike,9.37,28.12,25.58,Low,Heavy Rain,94.99,1.6,148.43,Completed,,C_003607,D_000218
B_068296,2025-11-30,22:22:00,Sunday,1,22,Bangalore,Loc_22,Loc_7,Cab,7.67,23.02,22.64,Low,Heavy Rain,218.11,1.6,334.31,Completed,,C_003708,D_000693
B_068297,2025-01-07,04:56:00,Tuesday,0,4,Delhi,Loc_43,Loc_17,Bike,9.46,28.39,33.1,Low,Heavy Rain,95.72,1.6,157.89,Completed,,C_008316,D_000270
B_068298,2025-01-29,00:55:00,Wednesday,0,0,Bangalore,Loc_3,Loc_23,Bike,15.78,47.33,,Low,Clear,146.23,1.0,142.81,Cancelled,,C_002666,D_000654
B_068299,2025-09-18,11:11:00,Thursday,0,11,Mumbai,Loc_33,Loc_22,Bike,10.88,32.64,33.06,Low,Clear,107.03,1.0,109.74,Completed,,C_006360,D_002950
B_068300,2025-05-16,02:18:00,Friday,0,2,Mumbai,Loc_49,Loc_4,Bike,5.3,15.9,14.77,Low,Heavy Rain,62.4,1.6,98.65,Completed,,C_007689,D_001459
B_068301,2025-10-28,20:42:00,Tuesday,0,20,Bangalore,Loc_42,Loc_11,Cab,16.03,48.08,49.93,Low,Clear,368.46,1.3,481.3,Completed,,C_001373,D_000316
B_068302,2025-03-16,20:01:00,Sunday,1,20,Bangalore,Loc_30,Loc_2,Cab,23.77,106.99,,Medium,Heavy Rain,507.94,2.1,1110.03,Cancelled,,C_000509,D_003248
B_068303,2025-12-09,09:03:00,Tuesday,0,9,Mumbai,Loc_49,Loc_39,Bike,24.51,110.28,114.96,Medium,Heavy Rain,216.05,2.1,454.47,Completed,,C_001771,D_000630
B_068304,2025-07-13,15:21:00,Sunday,1,15,Bangalore,Loc_36,Loc_43,Cab,20.72,62.15,73.78,Low,Clear,452.88,1.0,437.62,Completed,,C_005138,D_003487
B_068305,2025-10-31,00:25:00,Friday,0,0,Delhi,Loc_14,Loc_47,Bike,5.33,35.16,35.34,High,Rain,62.61,1.7,104.55,Completed,,C_007859,D_000388
B_068306,2025-02-09,14:53:00,Sunday,1,14,Hyderabad,Loc_2,Loc_30,Cab,5.83,17.48,20.41,Low,Heavy Rain,184.86,1.6,304.43,Completed,,C_005667,D_000878
B_068307,2025-12-19,01:18:00,Friday,0,1,Bangalore,Loc_44,Loc_45,Auto,1.26,3.78,,Low,Rain,55.13,1.3,75.07,Cancelled,,C_004339,D_002432
B_068308,2025-01-26,03:33:00,Sunday,1,3,Chennai,Loc_6,Loc_16,Auto,20.23,133.51,,High,Rain,282.74,1.7,503.38,Cancelled,,C_003456,D_002833
B_068309,2025-09-24,03:23:00,Wednesday,0,3,Delhi,Loc_42,Loc_42,Cab,5.07,15.22,17.81,Low,Clear,171.3,1.0,167.74,Completed,,C_003421,D_000069
B_068310,2025-10-27,09:42:00,Monday,0,9,Bangalore,Loc_15,Loc_46,Auto,23.84,71.53,73.24,Low,Rain,326.12,1.6,514.92,Completed,,C_004534,D_002640
B_068311,2025-03-28,03:22:00,Friday,0,3,Chennai,Loc_26,Loc_42,Bike,11.84,78.13,,High,Heavy Rain,114.7,2.0,240.34,Cancelled,,C_002355,D_000102
B_068312,2025-12-20,00:43:00,Saturday,1,0,Bangalore,Loc_10,Loc_2,Bike,2.1,9.45,8.55,Medium,Clear,36.8,1.2,42.82,Completed,,C_001956,D_002191
B_068313,2025-03-14,08:52:00,Friday,0,8,Chennai,Loc_41,Loc_37,Auto,16.44,73.97,,Medium,Clear,237.26,1.5,340.53,Incomplete,Vehicle Issue,C_009851,D_001847
B_068314,2025-10-07,14:23:00,Tuesday,0,14,Hyderabad,Loc_15,Loc_36,Cab,3.65,24.09,,High,Rain,145.7,1.7,235.82,Cancelled,,C_008599,D_000722
B_068315,2025-08-01,10:19:00,Friday,0,10,Hyderabad,Loc_14,Loc_45,Cab,16.77,110.66,,High,Rain,381.79,2.0,729.41,Incomplete,Driver Delay,C_008707,D_004593
B_068316,2025-11-18,10:09:00,Tuesday,0,10,Delhi,Loc_41,Loc_35,Cab,17.37,78.17,,Medium,Heavy Rain,392.67,2.1,793.14,Cancelled,,C_009119,D_003114
B_068317,2025-11-19,03:14:00,Wednesday,0,3,Chennai,Loc_14,Loc_6,Cab,2.2,14.51,,High,Clear,119.58,1.4,161.58,Incomplete,Driver Delay,C_009670,D_003640
B_068318,2025-07-12,18:30:00,Saturday,1,18,Hyderabad,Loc_26,Loc_6,Auto,22.07,145.65,,High,Rain,304.82,2.0,595.58,Cancelled,,C_004360,D_001422
B_068319,2025-12-15,20:08:00,Monday,0,20,Delhi,Loc_10,Loc_49,Bike,10.28,46.25,54.6,Medium,Heavy Rain,102.23,2.1,213.38,Completed,,C_006453,D_000695
B_068320,2025-08-16,22:20:00,Saturday,1,22,Chennai,Loc_15,Loc_10,Auto,8.73,26.2,25.46,Low,Clear,144.78,1.0,142.63,Completed,,C_007737,D_003361
B_068321,2025-12-14,16:01:00,Sunday,1,16,Hyderabad,Loc_5,Loc_42,Auto,16.75,50.24,58.35,Low,Clear,240.96,1.0,245.8,Completed,,C_008173,D_001747
B_068322,2025-04-20,04:51:00,Sunday,1,4,Bangalore,Loc_1,Loc_21,Auto,23.46,105.56,120.05,Medium,Heavy Rain,321.5,1.8,559.29,Completed,,C_002761,D_003493
B_068323,2025-01-25,07:37:00,Saturday,1,7,Chennai,Loc_36,Loc_9,Cab,24.29,160.3,172.89,High,Clear,517.19,1.4,756.43,Completed,,C_000120,D_001804
B_068324,2025-08-04,18:02:00,Monday,0,18,Delhi,Loc_4,Loc_22,Auto,20.96,138.33,,High,Heavy Rain,291.52,2.3,691.44,Cancelled,,C_007963,D_002159
B_068325,2025-07-04,19:05:00,Friday,0,19,Delhi,Loc_27,Loc_14,Auto,19.46,58.39,64.76,Low,Rain,273.55,1.6,417.93,Completed,,C_006566,D_001183
B_068326,2025-03-02,13:39:00,Sunday,1,13,Delhi,Loc_19,Loc_1,Cab,14.07,63.33,67.05,Medium,Clear,333.31,1.2,400.77,Completed,,C_004472,D_002725
B_068327,2025-01-20,04:20:00,Monday,0,4,Bangalore,Loc_25,Loc_30,Auto,13.95,92.06,101.16,High,Heavy Rain,207.38,2.0,420.56,Completed,,C_005060,D_001635
B_068328,2025-02-01,21:02:00,Saturday,1,21,Mumbai,Loc_7,Loc_33,Bike,15.66,103.33,96.13,High,Heavy Rain,145.24,2.0,281.87,Completed,,C_002179,D_004510
B_068329,2025-01-25,17:58:00,Saturday,1,17,Hyderabad,Loc_1,Loc_7,Auto,24.6,110.69,111.99,Medium,Clear,335.17,1.5,519.91,Completed,,C_001561,D_000684
B_068330,2025-01-18,03:49:00,Saturday,1,3,Hyderabad,Loc_24,Loc_44,Bike,1.81,8.14,,Medium,Clear,34.47,1.2,43.36,Cancelled,,C_000211,D_001612
B_068331,2025-04-09,17:21:00,Wednesday,0,17,Chennai,Loc_4,Loc_28,Auto,12.31,81.25,85.64,High,Clear,187.74,1.7,313.14,Completed,,C_008884,D_004096
B_068332,2025-08-31,08:03:00,Sunday,1,8,Hyderabad,Loc_37,Loc_34,Auto,6.07,40.07,,High,Clear,112.86,1.7,191.31,Cancelled,,C_001149,D_000004
B_068333,2025-12-21,00:27:00,Sunday,1,0,Chennai,Loc_32,Loc_15,Cab,15.56,102.73,120.94,High,Heavy Rain,360.16,2.0,697.76,Completed,,C_008513,D_004642
B_068334,2025-07-30,07:39:00,Wednesday,0,7,Hyderabad,Loc_7,Loc_21,Bike,15.02,99.1,105.46,High,Heavy Rain,140.12,2.0,285.84,Completed,,C_008851,D_004494
B_068335,2025-07-05,09:54:00,Saturday,1,9,Bangalore,Loc_21,Loc_25,Bike,23.45,70.35,64.74,Low,Heavy Rain,207.59,1.9,380.66,Completed,,C_009303,D_003342
B_068336,2025-04-01,02:26:00,Tuesday,0,2,Delhi,Loc_38,Loc_27,Cab,9.34,61.66,67.71,High,Heavy Rain,248.15,2.0,484.74,Completed,,C_001381,D_004036
B_068337,2025-01-14,02:29:00,Tuesday,0,2,Bangalore,Loc_8,Loc_23,Cab,19.66,129.76,129.34,High,Clear,433.89,1.4,625.57,Completed,,C_009782,D_004155
B_068338,2025-12-31,15:49:00,Wednesday,0,15,Bangalore,Loc_41,Loc_36,Bike,18.4,82.79,79.37,Medium,Rain,167.18,1.5,253.99,Completed,,C_004660,D_001033
B_068339,2025-09-05,07:31:00,Friday,0,7,Bangalore,Loc_16,Loc_29,Bike,11.55,34.65,,Low,Heavy Rain,112.39,1.6,173.88,Cancelled,,C_007643,D_001648
B_068340,2025-06-28,22:11:00,Saturday,1,22,Mumbai,Loc_35,Loc_17,Bike,13.65,90.08,107.92,High,Clear,129.19,1.4,179.56,Completed,,C_005611,D_000625
B_068341,2025-10-29,22:01:00,Wednesday,0,22,Mumbai,Loc_37,Loc_28,Bike,12.08,36.23,37.43,Low,Clear,116.62,1.0,116.03,Completed,,C_004727,D_002853
B_068342,2025-03-08,13:41:00,Saturday,1,13,Delhi,Loc_19,Loc_46,Bike,23.44,154.74,158.77,High,Heavy Rain,207.56,2.0,430.61,Completed,,C_004487,D_002612
B_068343,2025-04-29,14:15:00,Tuesday,0,14,Bangalore,Loc_18,Loc_10,Bike,3.69,16.62,17.84,Medium,Rain,49.54,1.5,71.11,Completed,,C_003007,D_002576
B_068344,2025-01-17,13:21:00,Friday,0,13,Bangalore,Loc_48,Loc_28,Auto,15.2,68.4,76.08,Medium,Heavy Rain,222.41,1.8,400.15,Completed,,C_007894,D_000400
B_068345,2025-07-18,13:08:00,Friday,0,13,Hyderabad,Loc_46,Loc_45,Auto,10.21,67.37,,High,Rain,162.48,1.7,263.26,Incomplete,Driver Delay,C_004309,D_001391
B_068346,2025-02-11,14:42:00,Tuesday,0,14,Bangalore,Loc_44,Loc_33,Bike,3.28,14.76,15.28,Medium,Rain,46.25,1.5,66.93,Completed,,C_007064,D_000721
B_068347,2025-02-01,08:29:00,Saturday,1,8,Chennai,Loc_38,Loc_21,Cab,6.86,45.27,,High,Heavy Rain,203.47,2.3,484.66,Incomplete,Driver Delay,C_007654,D_001387
B_068348,2025-09-08,23:22:00,Monday,0,23,Bangalore,Loc_18,Loc_13,Bike,15.73,47.18,,Low,Rain,145.81,1.3,198.39,Incomplete,Vehicle Issue,C_007852,D_003913
B_068349,2025-10-08,02:28:00,Wednesday,0,2,Hyderabad,Loc_24,Loc_24,Cab,18.96,85.34,78.13,Medium,Clear,421.35,1.2,516.84,Completed,,C_008094,D_000703
B_068350,2025-04-18,15:12:00,Friday,0,15,Delhi,Loc_43,Loc_33,Bike,13.27,59.74,54.73,Medium,Rain,126.2,1.5,182.73,Completed,,C_006961,D_002337
B_068351,2025-09-01,08:14:00,Monday,0,8,Bangalore,Loc_8,Loc_26,Cab,13.19,39.56,,Low,Heavy Rain,317.35,1.9,619.18,Incomplete,App Issue,C_008345,D_000327
B_068352,2025-06-30,08:37:00,Monday,0,8,Chennai,Loc_14,Loc_17,Auto,16.47,49.4,56.01,Low,Rain,237.59,1.6,373.59,Completed,,C_002104,D_001530
B_068353,2025-12-14,22:28:00,Sunday,1,22,Bangalore,Loc_41,Loc_37,Bike,4.57,30.15,28.4,High,Clear,56.55,1.4,76.43,Completed,,C_005219,D_001647
B_068354,2025-02-24,05:39:00,Monday,0,5,Mumbai,Loc_8,Loc_49,Auto,5.3,34.98,,High,Heavy Rain,103.6,2.0,210.15,Cancelled,,C_003698,D_000192
B_068355,2025-01-22,03:05:00,Wednesday,0,3,Mumbai,Loc_20,Loc_23,Bike,24.02,108.1,98.63,Medium,Clear,212.18,1.2,259.4,Completed,,C_003091,D_001076
B_068356,2025-07-14,21:33:00,Monday,0,21,Bangalore,Loc_29,Loc_43,Bike,24.1,108.47,110.46,Medium,Rain,212.83,1.5,321.07,Completed,,C_001782,D_002160
B_068357,2025-05-24,08:05:00,Saturday,1,8,Delhi,Loc_6,Loc_1,Bike,19.63,129.53,,High,Heavy Rain,177.01,2.3,392.04,Cancelled,,C_005072,D_000804
B_068358,2025-06-04,14:29:00,Wednesday,0,14,Bangalore,Loc_46,Loc_28,Bike,19.97,131.82,,High,Rain,179.78,1.7,307.0,Cancelled,,C_009918,D_004920
B_068359,2025-08-08,00:59:00,Friday,0,0,Mumbai,Loc_9,Loc_29,Cab,3.24,14.56,17.0,Medium,Heavy Rain,138.24,1.8,245.71,Completed,,C_008878,D_000492
B_068360,2025-11-27,11:53:00,Thursday,0,11,Mumbai,Loc_15,Loc_13,Auto,9.9,65.31,,High,Heavy Rain,158.75,2.0,328.6,Cancelled,,C_008631,D_000882
B_068361,2025-08-31,02:40:00,Sunday,1,2,Mumbai,Loc_19,Loc_38,Auto,11.9,35.71,37.63,Low,Heavy Rain,182.86,1.6,301.57,Completed,,C_000270,D_004388
B_068362,2025-03-19,19:35:00,Wednesday,0,19,Mumbai,Loc_46,Loc_30,Cab,4.44,19.98,,Medium,Heavy Rain,159.9,2.1,345.1,Cancelled,,C_003565,D_001723
B_068363,2025-01-08,13:56:00,Wednesday,0,13,Delhi,Loc_10,Loc_13,Auto,1.58,4.75,4.99,Low,Clear,59.02,1.0,60.51,Completed,,C_001342,D_000718
B_068364,2025-11-28,12:59:00,Friday,0,12,Bangalore,Loc_15,Loc_18,Auto,6.31,28.41,,Medium,Clear,115.77,1.2,138.48,Cancelled,,C_003501,D_001062
B_068365,2025-12-26,23:29:00,Friday,0,23,Chennai,Loc_43,Loc_48,Cab,24.2,108.89,100.6,Medium,Heavy Rain,515.54,1.8,944.09,Completed,,C_008872,D_002754
B_068366,2025-12-20,07:16:00,Saturday,1,7,Delhi,Loc_50,Loc_50,Cab,23.24,104.59,121.42,Medium,Clear,498.35,1.2,608.82,Completed,,C_002424,D_002682
B_068367,2025-07-27,19:01:00,Sunday,1,19,Chennai,Loc_22,Loc_15,Auto,6.59,29.67,,Medium,Heavy Rain,119.11,2.1,241.96,Cancelled,,C_003494,D_003122
B_068368,2025-08-07,04:49:00,Thursday,0,4,Hyderabad,Loc_28,Loc_38,Cab,23.56,155.48,164.23,High,Clear,504.05,1.4,703.09,Completed,,C_000600,D_003397
B_068369,2025-10-01,19:57:00,Wednesday,0,19,Bangalore,Loc_28,Loc_20,Auto,9.17,41.27,38.93,Medium,Clear,150.04,1.5,215.42,Completed,,C_006937,D_001261
B_068370,2025-08-31,10:35:00,Sunday,1,10,Chennai,Loc_33,Loc_16,Auto,19.17,126.51,125.88,High,Heavy Rain,270.03,2.3,648.1,Completed,,C_000839,D_002199
B_068371,2025-03-20,13:16:00,Thursday,0,13,Delhi,Loc_40,Loc_28,Bike,10.06,66.41,,High,Heavy Rain,100.5,2.0,199.88,Cancelled,,C_003573,D_002780
B_068372,2025-09-10,15:21:00,Wednesday,0,15,Mumbai,Loc_12,Loc_18,Auto,2.14,9.63,9.27,Medium,Heavy Rain,65.68,1.8,114.51,Completed,,C_004603,D_002815
B_068373,2025-06-24,00:41:00,Tuesday,0,0,Hyderabad,Loc_47,Loc_45,Auto,24.17,108.77,108.65,Medium,Heavy Rain,330.04,1.8,564.46,Completed,,C_001015,D_004298
B_068374,2025-06-29,17:30:00,Sunday,1,17,Delhi,Loc_27,Loc_3,Cab,7.51,22.53,26.95,Low,Rain,215.2,1.6,339.01,Completed,,C_009395,D_003370
B_068375,2025-02-05,04:43:00,Wednesday,0,4,Delhi,Loc_49,Loc_8,Cab,2.28,15.05,16.56,High,Heavy Rain,121.05,2.0,234.78,Completed,,C_001088,D_004140
B_068376,2025-12-15,06:48:00,Monday,0,6,Bangalore,Loc_34,Loc_21,Bike,24.84,111.79,,Medium,Heavy Rain,218.74,1.8,374.21,Cancelled,,C_005493,D_000331
B_068377,2025-02-22,17:32:00,Saturday,1,17,Delhi,Loc_10,Loc_42,Cab,16.37,108.05,114.29,High,Clear,374.69,1.7,636.67,Completed,,C_007917,D_002118
B_068378,2025-02-11,23:21:00,Tuesday,0,23,Hyderabad,Loc_7,Loc_11,Bike,11.7,77.19,83.23,High,Rain,113.56,1.7,201.04,Completed,,C_008397,D_002142
B_068379,2025-04-04,09:46:00,Friday,0,9,Hyderabad,Loc_45,Loc_34,Cab,20.79,62.38,66.01,Low,Rain,454.26,1.6,762.42,Completed,,C_002494,D_002753
B_068380,2025-09-04,02:21:00,Thursday,0,2,Hyderabad,Loc_7,Loc_34,Auto,18.27,54.81,57.34,Low,Heavy Rain,259.24,1.6,431.33,Completed,,C_006458,D_003397
B_068381,2025-07-28,04:27:00,Monday,0,4,Delhi,Loc_46,Loc_12,Cab,11.25,74.28,88.78,High,Heavy Rain,282.57,2.0,581.14,Completed,,C_004938,D_001103
B_068382,2025-05-11,06:37:00,Sunday,1,6,Hyderabad,Loc_27,Loc_35,Cab,4.56,30.09,31.33,High,Clear,162.05,1.4,228.61,Completed,,C_004536,D_002144
B_068383,2025-04-23,15:19:00,Wednesday,0,15,Mumbai,Loc_19,Loc_37,Auto,16.91,50.73,47.55,Low,Heavy Rain,242.93,1.6,404.44,Completed,,C_006410,D_001334
B_068384,2025-01-25,03:21:00,Saturday,1,3,Mumbai,Loc_50,Loc_10,Cab,22.31,100.41,95.86,Medium,Rain,481.64,1.5,707.56,Completed,,C_005604,D_001062
B_068385,2025-09-01,02:05:00,Monday,0,2,Chennai,Loc_49,Loc_40,Bike,13.38,40.15,38.03,Low,Rain,127.06,1.3,169.34,Completed,,C_006813,D_001570
B_068386,2025-03-06,13:59:00,Thursday,0,13,Chennai,Loc_24,Loc_8,Auto,14.42,95.14,,High,Clear,212.98,1.4,306.59,Cancelled,,C_002592,D_004354
B_068387,2025-08-02,09:12:00,Saturday,1,9,Chennai,Loc_42,Loc_15,Bike,21.29,95.81,91.98,Medium,Clear,190.32,1.5,291.86,Completed,,C_009636,D_001211
B_068388,2025-08-22,20:56:00,Friday,0,20,Delhi,Loc_2,Loc_38,Bike,23.68,71.04,74.19,Low,Rain,209.45,1.6,330.14,Completed,,C_009335,D_001349
B_068389,2025-08-09,04:47:00,Saturday,1,4,Delhi,Loc_45,Loc_2,Cab,14.01,92.49,103.57,High,Rain,332.25,1.7,544.02,Completed,,C_002035,D_000536
B_068390,2025-07-05,05:08:00,Saturday,1,5,Delhi,Loc_14,Loc_27,Bike,2.09,13.8,14.84,High,Clear,36.72,1.4,52.89,Completed,,C_005629,D_003887
B_068391,2025-03-01,03:15:00,Saturday,1,3,Chennai,Loc_34,Loc_13,Cab,4.66,20.96,20.12,Medium,Clear,163.83,1.2,194.76,Completed,,C_003902,D_002664
B_068392,2025-10-27,04:30:00,Monday,0,4,Bangalore,Loc_32,Loc_16,Auto,23.79,157.02,,High,Heavy Rain,325.48,2.0,661.14,Cancelled,,C_001843,D_001697
B_068393,2025-04-29,23:59:00,Tuesday,0,23,Mumbai,Loc_30,Loc_10,Cab,20.99,62.97,63.64,Low,Clear,457.84,1.0,450.97,Completed,,C_001375,D_000114
B_068394,2025-02-13,12:10:00,Thursday,0,12,Chennai,Loc_48,Loc_43,Cab,16.23,48.7,47.75,Low,Clear,372.19,1.0,380.02,Completed,,C_008336,D_004922
B_068395,2025-11-05,20:36:00,Wednesday,0,20,Bangalore,Loc_19,Loc_37,Cab,12.25,80.87,,High,Heavy Rain,300.56,2.3,684.67,Cancelled,,C_000350,D_003118
B_068396,2025-12-08,17:23:00,Monday,0,17,Hyderabad,Loc_18,Loc_20,Auto,10.86,32.58,38.67,Low,Rain,170.33,1.6,261.87,Completed,,C_008906,D_003153
B_068397,2025-02-25,14:02:00,Tuesday,0,14,Chennai,Loc_50,Loc_21,Auto,2.06,9.26,10.2,Medium,Rain,64.7,1.5,98.99,Completed,,C_001835,D_001874
B_068398,2025-11-13,10:32:00,Thursday,0,10,Bangalore,Loc_32,Loc_45,Auto,21.86,65.57,59.92,Low,Heavy Rain,302.27,1.9,569.04,Completed,,C_009803,D_004811
B_068399,2025-09-21,04:03:00,Sunday,1,4,Hyderabad,Loc_25,Loc_22,Bike,9.97,65.79,70.03,High,Rain,99.75,1.7,166.77,Completed,,C_004205,D_004344
B_068400,2025-04-01,18:06:00,Tuesday,0,18,Chennai,Loc_27,Loc_19,Cab,13.45,60.54,60.27,Medium,Rain,322.18,1.8,607.84,Completed,,C_009583,D_000677
B_068401,2025-06-19,02:00:00,Thursday,0,2,Delhi,Loc_50,Loc_4,Auto,13.91,91.83,,High,Rain,206.96,1.7,358.93,Incomplete,Driver Delay,C_008484,D_001477
B_068402,2025-05-03,02:35:00,Saturday,1,2,Delhi,Loc_35,Loc_32,Auto,21.13,63.38,59.33,Low,Rain,293.53,1.3,384.99,Completed,,C_008616,D_004730
B_068403,2025-07-17,21:41:00,Thursday,0,21,Mumbai,Loc_26,Loc_47,Cab,5.73,25.78,30.29,Medium,Rain,183.13,1.5,266.01,Completed,,C_003975,D_002575
B_068404,2025-04-23,22:31:00,Wednesday,0,22,Hyderabad,Loc_20,Loc_39,Bike,12.4,37.2,,Low,Clear,119.2,1.0,114.46,Cancelled,,C_002397,D_004545
B_068405,2025-11-19,10:20:00,Wednesday,0,10,Chennai,Loc_49,Loc_39,Bike,23.94,158.03,,High,Rain,211.56,2.0,418.58,Cancelled,,C_005307,D_003121
B_068406,2025-11-13,05:17:00,Thursday,0,5,Mumbai,Loc_27,Loc_21,Auto,18.04,54.11,49.64,Low,Rain,256.45,1.3,350.0,Completed,,C_009692,D_001567
B_068407,2025-02-08,17:27:00,Saturday,1,17,Hyderabad,Loc_41,Loc_22,Cab,10.57,47.58,48.13,Medium,Rain,270.3,1.8,487.26,Completed,,C_002375,D_001881
B_068408,2025-12-01,02:06:00,Monday,0,2,Bangalore,Loc_45,Loc_36,Bike,16.17,48.52,58.11,Low,Clear,149.38,1.0,152.24,Completed,,C_003572,D_000718
B_068409,2025-06-22,14:56:00,Sunday,1,14,Chennai,Loc_7,Loc_1,Auto,15.11,68.01,,Medium,Heavy Rain,221.35,1.8,409.66,Cancelled,,C_002384,D_002998
B_068410,2025-11-27,05:56:00,Thursday,0,5,Chennai,Loc_10,Loc_47,Cab,14.08,42.25,,Low,Rain,333.51,1.3,431.29,Cancelled,,C_007058,D_001355
B_068411,2025-06-06,16:37:00,Friday,0,16,Chennai,Loc_47,Loc_32,Auto,13.83,41.49,49.07,Low,Rain,205.96,1.3,271.46,Completed,,C_002181,D_003448
B_068412,2025-01-29,03:53:00,Wednesday,0,3,Chennai,Loc_36,Loc_37,Cab,18.24,120.36,,High,Rain,408.24,1.7,664.32,Cancelled,,C_008405,D_002285
B_068413,2025-01-06,23:50:00,Monday,0,23,Chennai,Loc_43,Loc_24,Bike,22.17,146.3,173.47,High,Clear,197.33,1.4,280.87,Completed,,C_001108,D_000180
B_068414,2025-12-05,20:53:00,Friday,0,20,Hyderabad,Loc_28,Loc_50,Cab,10.86,32.59,31.02,Low,Rain,275.55,1.6,441.66,Completed,,C_006797,D_003457
B_068415,2025-05-22,08:35:00,Thursday,0,8,Delhi,Loc_5,Loc_40,Auto,24.4,109.82,129.56,Medium,Heavy Rain,332.85,2.1,721.79,Completed,,C_007079,D_004453
B_068416,2025-12-31,21:13:00,Wednesday,0,21,Hyderabad,Loc_30,Loc_41,Cab,10.67,48.02,,Medium,Heavy Rain,272.08,1.8,496.6,Cancelled,,C_000076,D_002296
B_068417,2025-11-02,06:29:00,Sunday,1,6,Chennai,Loc_31,Loc_26,Auto,17.24,51.73,58.81,Low,Heavy Rain,246.93,1.6,394.55,Completed,,C_001139,D_000441
B_068418,2025-10-06,20:32:00,Monday,0,20,Mumbai,Loc_41,Loc_7,Auto,7.49,22.46,24.11,Low,Rain,129.83,1.6,210.73,Completed,,C_005361,D_003689
B_068419,2025-02-06,05:11:00,Thursday,0,5,Mumbai,Loc_25,Loc_48,Cab,18.94,56.82,57.04,Low,Clear,420.94,1.0,415.94,Completed,,C_007654,D_001421
B_068420,2025-04-18,08:48:00,Friday,0,8,Mumbai,Loc_1,Loc_40,Bike,10.32,30.96,35.95,Low,Clear,102.56,1.3,130.31,Completed,,C_009212,D_003218
B_068421,2025-11-09,04:01:00,Sunday,1,4,Delhi,Loc_37,Loc_42,Bike,10.17,45.77,,Medium,Rain,101.37,1.5,155.14,Incomplete,Driver Delay,C_001201,D_004162
B_068422,2025-07-24,17:13:00,Thursday,0,17,Mumbai,Loc_28,Loc_28,Cab,5.84,38.54,44.27,High,Clear,185.11,1.7,307.47,Completed,,C_009887,D_001287
B_068423,2025-05-23,12:23:00,Friday,0,12,Mumbai,Loc_50,Loc_27,Bike,2.68,12.04,14.36,Medium,Heavy Rain,41.41,1.8,73.15,Completed,,C_003582,D_000128
B_068424,2025-05-24,18:47:00,Saturday,1,18,Chennai,Loc_12,Loc_5,Auto,9.38,61.9,,High,Rain,152.54,2.0,303.15,Incomplete,Driver Delay,C_002426,D_003013
